SENTENCE_NAME	VIDEO_PATH	SENTENCE	POSE_DIR
1naXxInoJBU_17-8-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/1naXxInoJBU_17-8-rgb_front.mp4	This is where your bowl of water comes in handy.	datasets/training_data/train_2D_keypoints/openpose_output/json/1naXxInoJBU_17-8-rgb_front
1naXxInoJBU_18-8-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/1naXxInoJBU_18-8-rgb_front.mp4	You simply remove the candle from your ear, being careful, and remove it from the tray, and then drop the end in the water.	datasets/training_data/train_2D_keypoints/openpose_output/json/1naXxInoJBU_18-8-rgb_front
1nnhZvWBE44_2-11-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/1nnhZvWBE44_2-11-rgb_front.mp4	Not because they're the least important but because they're very important.	datasets/training_data/train_2D_keypoints/openpose_output/json/1nnhZvWBE44_2-11-rgb_front
1nnhZvWBE44_4-11-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/1nnhZvWBE44_4-11-rgb_front.mp4	They own the 18 that we talked about, anywhere inside that 18 on the defensive end of the field, the goal keeper is allowed to get that ball.	datasets/training_data/train_2D_keypoints/openpose_output/json/1nnhZvWBE44_4-11-rgb_front
1nnhZvWBE44_5-11-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/1nnhZvWBE44_5-11-rgb_front.mp4	You have to make sure that you control the ball, it's a person that has to dive and make saves and has to probably get a little dirtier than everybody else as well.	datasets/training_data/train_2D_keypoints/openpose_output/json/1nnhZvWBE44_5-11-rgb_front
1nnhZvWBE44_6-11-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/1nnhZvWBE44_6-11-rgb_front.mp4	Making sure that you're making sure that that ball never gets into the back of that net, that is your job.	datasets/training_data/train_2D_keypoints/openpose_output/json/1nnhZvWBE44_6-11-rgb_front
1nnhZvWBE44_7-11-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/1nnhZvWBE44_7-11-rgb_front.mp4	Your job is awesome because you can see the field, you kind of need to be the field general, telling your defense where to be, seeing the different players and where they need to put the ball, making sure you move your players into right position.	datasets/training_data/train_2D_keypoints/openpose_output/json/1nnhZvWBE44_7-11-rgb_front
1oASaT1qCwc_2-3-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/1oASaT1qCwc_2-3-rgb_front.mp4	Be sure the juice coming out from the beef we want to get them inside the wok because we want to keep the vegetables dry and not from the oil and the grease is off the beef.	datasets/training_data/train_2D_keypoints/openpose_output/json/1oASaT1qCwc_2-3-rgb_front
1oJm9P-j4pc_9-11-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/1oJm9P-j4pc_9-11-rgb_front.mp4	You just spray all throughout the whole shoe top to bottom and it will repeal water stains and other stains that you may get.	datasets/training_data/train_2D_keypoints/openpose_output/json/1oJm9P-j4pc_9-11-rgb_front
1oN5GdoCO44_1-8-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/1oN5GdoCO44_1-8-rgb_front.mp4	First of all.	datasets/training_data/train_2D_keypoints/openpose_output/json/1oN5GdoCO44_1-8-rgb_front
1oN5GdoCO44_3-8-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/1oN5GdoCO44_3-8-rgb_front.mp4	Spray it with your favorite dusting oil.	datasets/training_data/train_2D_keypoints/openpose_output/json/1oN5GdoCO44_3-8-rgb_front
1oTRvR_Y0Lw_4-8-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/1oTRvR_Y0Lw_4-8-rgb_front.mp4	Essentially, all you're doing is putting bait down a hole to attract fish.	datasets/training_data/train_2D_keypoints/openpose_output/json/1oTRvR_Y0Lw_4-8-rgb_front
1oTRvR_Y0Lw_6-8-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/1oTRvR_Y0Lw_6-8-rgb_front.mp4	So you can do anything from chopping up shiners, and putting pieces down a hole; that's really a good technique for lake trout, to taking maggots putting them down a hole.	datasets/training_data/train_2D_keypoints/openpose_output/json/1oTRvR_Y0Lw_6-8-rgb_front
1oTRvR_Y0Lw_9-8-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/1oTRvR_Y0Lw_9-8-rgb_front.mp4	You can also do the same thing; you can cut up night crawlers into very small pieces; again, put those down the hole.	datasets/training_data/train_2D_keypoints/openpose_output/json/1oTRvR_Y0Lw_9-8-rgb_front
1oUPuXTsifY_1-8-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/1oUPuXTsifY_1-8-rgb_front.mp4	Now, I am going to show you how a terracotta sculpture is made, a small piece, but I will show you.	datasets/training_data/train_2D_keypoints/openpose_output/json/1oUPuXTsifY_1-8-rgb_front
1oUPuXTsifY_11-8-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/1oUPuXTsifY_11-8-rgb_front.mp4	This is before fire, when in the fire is sand, rust, and brick, so if we keep it in the solo shape the heat is distributed much better, so that the heat doesn't affect.	datasets/training_data/train_2D_keypoints/openpose_output/json/1oUPuXTsifY_11-8-rgb_front
1oUPuXTsifY_13-8-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/1oUPuXTsifY_13-8-rgb_front.mp4	Thank you.	datasets/training_data/train_2D_keypoints/openpose_output/json/1oUPuXTsifY_13-8-rgb_front
1oUPuXTsifY_3-8-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/1oUPuXTsifY_3-8-rgb_front.mp4	You take a knife and cut the edges, cut the edges, so that you get a nice long six inch scale or eight inch scale depending on what.	datasets/training_data/train_2D_keypoints/openpose_output/json/1oUPuXTsifY_3-8-rgb_front
1olaFIqQ10A_0-8-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/1olaFIqQ10A_0-8-rgb_front.mp4	There's no question it takes four legs to make a usable horse.	datasets/training_data/train_2D_keypoints/openpose_output/json/1olaFIqQ10A_0-8-rgb_front
1olaFIqQ10A_12-8-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/1olaFIqQ10A_12-8-rgb_front.mp4	Then, we have down here, another part similar.	datasets/training_data/train_2D_keypoints/openpose_output/json/1olaFIqQ10A_12-8-rgb_front
1ovWfK_k3-Q_2-8-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/1ovWfK_k3-Q_2-8-rgb_front.mp4	There is a barrage of places that you can take real estate classes.	datasets/training_data/train_2D_keypoints/openpose_output/json/1ovWfK_k3-Q_2-8-rgb_front
1oys0KyRSS0_15-8-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/1oys0KyRSS0_15-8-rgb_front.mp4	These are all things you can see just from following the ball.	datasets/training_data/train_2D_keypoints/openpose_output/json/1oys0KyRSS0_15-8-rgb_front
1oys0KyRSS0_4-8-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/1oys0KyRSS0_4-8-rgb_front.mp4	This is why in our stance we have a level head, we have both eyes pointed down at the pitcher, makes it much easier to pick up.	datasets/training_data/train_2D_keypoints/openpose_output/json/1oys0KyRSS0_4-8-rgb_front
1oys0KyRSS0_6-8-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/1oys0KyRSS0_6-8-rgb_front.mp4	A) if you don't see the ball you can't hit the ball.	datasets/training_data/train_2D_keypoints/openpose_output/json/1oys0KyRSS0_6-8-rgb_front
1oys0KyRSS0_9-8-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/1oys0KyRSS0_9-8-rgb_front.mp4	What is the other thing that you get to see?	datasets/training_data/train_2D_keypoints/openpose_output/json/1oys0KyRSS0_9-8-rgb_front
1p2yqU9kWnw_5-8-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/1p2yqU9kWnw_5-8-rgb_front.mp4	Basically they are a mixture of essential oils that have alcohol or some other kinds of preservatives added to them.	datasets/training_data/train_2D_keypoints/openpose_output/json/1p2yqU9kWnw_5-8-rgb_front
1pBXuCxJKx8_12-8-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/1pBXuCxJKx8_12-8-rgb_front.mp4	One of his other faults, he does fidget a little (laughing).	datasets/training_data/train_2D_keypoints/openpose_output/json/1pBXuCxJKx8_12-8-rgb_front
1pBXuCxJKx8_22-8-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/1pBXuCxJKx8_22-8-rgb_front.mp4	His faults we're going to overcome because one thing that Bailey has that goes with what I look for in a barrel horse is an excellent disposition.	datasets/training_data/train_2D_keypoints/openpose_output/json/1pBXuCxJKx8_22-8-rgb_front
1pBXuCxJKx8_5-8-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/1pBXuCxJKx8_5-8-rgb_front.mp4	However, as we'll talk about there are some conformational faults that I will overlook if the horse is a performer.	datasets/training_data/train_2D_keypoints/openpose_output/json/1pBXuCxJKx8_5-8-rgb_front
1pDmmsYwDJA_7-8-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/1pDmmsYwDJA_7-8-rgb_front.mp4	So you're going to tense, release, tense, and release.	datasets/training_data/train_2D_keypoints/openpose_output/json/1pDmmsYwDJA_7-8-rgb_front
1pDmmsYwDJA_8-8-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/1pDmmsYwDJA_8-8-rgb_front.mp4	Another exercise you can do is to help strengthen the inner thighs.	datasets/training_data/train_2D_keypoints/openpose_output/json/1pDmmsYwDJA_8-8-rgb_front
1pHupPNh9OE_0-11-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/1pHupPNh9OE_0-11-rgb_front.mp4	Alright, we're going to continue to cut up onions until they're nice and small and then we're going to go ahead and make our sauce for the steak.	datasets/training_data/train_2D_keypoints/openpose_output/json/1pHupPNh9OE_0-11-rgb_front
1pHupPNh9OE_1-11-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/1pHupPNh9OE_1-11-rgb_front.mp4	That's going to make the sauce a little bit ahead of time so we give it a chance to cool down before we spoon it over the top of our steak and mushrooms.	datasets/training_data/train_2D_keypoints/openpose_output/json/1pHupPNh9OE_1-11-rgb_front
1pHupPNh9OE_2-11-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/1pHupPNh9OE_2-11-rgb_front.mp4	Alright, those onions look pretty good so we're just going to move them off to the side.	datasets/training_data/train_2D_keypoints/openpose_output/json/1pHupPNh9OE_2-11-rgb_front
1pHupPNh9OE_3-11-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/1pHupPNh9OE_3-11-rgb_front.mp4	We're going to take a small mixing bowl and we're going to go ahead and put a tablespoon of Dijon mustard.	datasets/training_data/train_2D_keypoints/openpose_output/json/1pHupPNh9OE_3-11-rgb_front
1pHupPNh9OE_4-11-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/1pHupPNh9OE_4-11-rgb_front.mp4	You can do this with country mustard, horseradish mustard, depending on how much you like spice.	datasets/training_data/train_2D_keypoints/openpose_output/json/1pHupPNh9OE_4-11-rgb_front
1pPAkrfqnHg_0-8-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/1pPAkrfqnHg_0-8-rgb_front.mp4	Now we're ready to cut.	datasets/training_data/train_2D_keypoints/openpose_output/json/1pPAkrfqnHg_0-8-rgb_front
1pPAkrfqnHg_12-8-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/1pPAkrfqnHg_12-8-rgb_front.mp4	So what I've done is for one of my dimensions created a line so it's nice to know where you're going.	datasets/training_data/train_2D_keypoints/openpose_output/json/1pPAkrfqnHg_12-8-rgb_front
1pPAkrfqnHg_22-8-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/1pPAkrfqnHg_22-8-rgb_front.mp4	Once I'm lined up I hold it in my place.	datasets/training_data/train_2D_keypoints/openpose_output/json/1pPAkrfqnHg_22-8-rgb_front
1pS3OghYuaA_7-8-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/1pS3OghYuaA_7-8-rgb_front.mp4	So if it soaks overnight it's going to be very moist you want it to be saturated fully.	datasets/training_data/train_2D_keypoints/openpose_output/json/1pS3OghYuaA_7-8-rgb_front
1pS3OghYuaA_8-8-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/1pS3OghYuaA_8-8-rgb_front.mp4	And what I'm going to do is cut a piece to fit in this container.	datasets/training_data/train_2D_keypoints/openpose_output/json/1pS3OghYuaA_8-8-rgb_front
1pWVfHd-Nwc_1-8-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/1pWVfHd-Nwc_1-8-rgb_front.mp4	This segment would be a background in Buddhism.	datasets/training_data/train_2D_keypoints/openpose_output/json/1pWVfHd-Nwc_1-8-rgb_front
1pnIcdqFroA_0-8-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/1pnIcdqFroA_0-8-rgb_front.mp4	Hi!	datasets/training_data/train_2D_keypoints/openpose_output/json/1pnIcdqFroA_0-8-rgb_front
1ptbP5xTIdw_11-8-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/1ptbP5xTIdw_11-8-rgb_front.mp4	Now if you feel any strain, any pressure in the knee, you must be very, very careful and get that checked out, because any kind of damage down there can get bad in a hurry.	datasets/training_data/train_2D_keypoints/openpose_output/json/1ptbP5xTIdw_11-8-rgb_front
1ptbP5xTIdw_3-8-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/1ptbP5xTIdw_3-8-rgb_front.mp4	Again, one way and the other way.	datasets/training_data/train_2D_keypoints/openpose_output/json/1ptbP5xTIdw_3-8-rgb_front
1ptcPCWBvBc_2-8-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/1ptcPCWBvBc_2-8-rgb_front.mp4	Whenever you're measuring something like this it can have a tendency to spill, so it's best to pour it out over into what you plan to put it in, that way there's no waste.	datasets/training_data/train_2D_keypoints/openpose_output/json/1ptcPCWBvBc_2-8-rgb_front
1pycas4XL9U_10-11-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/1pycas4XL9U_10-11-rgb_front.mp4	If you like costume jewelry and you want to just buy a big bunch of it all at once it's very easy to do this within a limited budget at either an antiques fair or a knock off place or a discount store like Target or Mervyns.	datasets/training_data/train_2D_keypoints/openpose_output/json/1pycas4XL9U_10-11-rgb_front
1pycas4XL9U_11-11-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/1pycas4XL9U_11-11-rgb_front.mp4	Both of these places have really cute costume jewelry, and you can go spend a lot of money, all lot at once, and completely change your jewelry wardrobe.	datasets/training_data/train_2D_keypoints/openpose_output/json/1pycas4XL9U_11-11-rgb_front
1q7brn6q5IE_10-8-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/1q7brn6q5IE_10-8-rgb_front.mp4	Open up a bottle of nice white wine.	datasets/training_data/train_2D_keypoints/openpose_output/json/1q7brn6q5IE_10-8-rgb_front
1q7brn6q5IE_20-8-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/1q7brn6q5IE_20-8-rgb_front.mp4	We're going to eat it, we're going to open up some wine, and we're going to tell you storage, how much it costs.	datasets/training_data/train_2D_keypoints/openpose_output/json/1q7brn6q5IE_20-8-rgb_front
1q7brn6q5IE_6-8-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/1q7brn6q5IE_6-8-rgb_front.mp4	They will brown it, it'll look beautiful in the oven.	datasets/training_data/train_2D_keypoints/openpose_output/json/1q7brn6q5IE_6-8-rgb_front
1q7brn6q5IE_9-8-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/1q7brn6q5IE_9-8-rgb_front.mp4	Make some asparagus like I said.	datasets/training_data/train_2D_keypoints/openpose_output/json/1q7brn6q5IE_9-8-rgb_front
1qBxhsvMUps_5-8-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/1qBxhsvMUps_5-8-rgb_front.mp4	Know your limits.	datasets/training_data/train_2D_keypoints/openpose_output/json/1qBxhsvMUps_5-8-rgb_front
1qMpH_7FL68_11-8-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/1qMpH_7FL68_11-8-rgb_front.mp4	So, if you write to me, I am so angry because you did that, well, I can't hear your tone of voice to determine how angry.	datasets/training_data/train_2D_keypoints/openpose_output/json/1qMpH_7FL68_11-8-rgb_front
1qMpH_7FL68_21-8-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/1qMpH_7FL68_21-8-rgb_front.mp4	Because you got to remember, once you hit that send button, it cannot be retrieve, it cannot be retread.	datasets/training_data/train_2D_keypoints/openpose_output/json/1qMpH_7FL68_21-8-rgb_front
1qMpH_7FL68_23-8-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/1qMpH_7FL68_23-8-rgb_front.mp4	The damage has been done.	datasets/training_data/train_2D_keypoints/openpose_output/json/1qMpH_7FL68_23-8-rgb_front
1qMpH_7FL68_6-8-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/1qMpH_7FL68_6-8-rgb_front.mp4	So you want to avoid that.	datasets/training_data/train_2D_keypoints/openpose_output/json/1qMpH_7FL68_6-8-rgb_front
1qMpH_7FL68_9-8-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/1qMpH_7FL68_9-8-rgb_front.mp4	Again, it makes it very impersonal.	datasets/training_data/train_2D_keypoints/openpose_output/json/1qMpH_7FL68_9-8-rgb_front
1qNsErmkIiU_4-3-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/1qNsErmkIiU_4-3-rgb_front.mp4	That's the best part about it.	datasets/training_data/train_2D_keypoints/openpose_output/json/1qNsErmkIiU_4-3-rgb_front
1qQEz4pbQkM_11-11-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/1qQEz4pbQkM_11-11-rgb_front.mp4	So I've done this with alligator clips.	datasets/training_data/train_2D_keypoints/openpose_output/json/1qQEz4pbQkM_11-11-rgb_front
1qQEz4pbQkM_3-11-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/1qQEz4pbQkM_3-11-rgb_front.mp4	All right, there's our audio jack and this is a live cable.	datasets/training_data/train_2D_keypoints/openpose_output/json/1qQEz4pbQkM_3-11-rgb_front
1qQEz4pbQkM_4-11-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/1qQEz4pbQkM_4-11-rgb_front.mp4	This is going into a guitar amplifier over there, so we just kinda put it on there.	datasets/training_data/train_2D_keypoints/openpose_output/json/1qQEz4pbQkM_4-11-rgb_front
1qQEz4pbQkM_5-11-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/1qQEz4pbQkM_5-11-rgb_front.mp4	And now, what I've got here are--if you look at the speaker here, there are two terminals.	datasets/training_data/train_2D_keypoints/openpose_output/json/1qQEz4pbQkM_5-11-rgb_front
1qQEz4pbQkM_6-11-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/1qQEz4pbQkM_6-11-rgb_front.mp4	Every speaker has two, sometimes three little contacts on it that go to these wires that are going to the circuit board.	datasets/training_data/train_2D_keypoints/openpose_output/json/1qQEz4pbQkM_6-11-rgb_front
1qQEz4pbQkM_7-11-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/1qQEz4pbQkM_7-11-rgb_front.mp4	Well, what you can do is you can take your alligator clips and just clip it on those two terminals on the speaker and then you can take the other side of those clips and clip it on to the terminals of your jack here.	datasets/training_data/train_2D_keypoints/openpose_output/json/1qQEz4pbQkM_7-11-rgb_front
1qYHdB1eWQc_10-8-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/1qYHdB1eWQc_10-8-rgb_front.mp4	So, if we use the needles, going upward to the lung direction and then we thread needle underneath the skin and if we can go point three, point five inches, we can stimulate two points.	datasets/training_data/train_2D_keypoints/openpose_output/json/1qYHdB1eWQc_10-8-rgb_front
1qYHdB1eWQc_4-8-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/1qYHdB1eWQc_4-8-rgb_front.mp4	So this is the hand.	datasets/training_data/train_2D_keypoints/openpose_output/json/1qYHdB1eWQc_4-8-rgb_front
1qksnbHvJLY_10-8-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/1qksnbHvJLY_10-8-rgb_front.mp4	So we are going to do it again with just one dog Ty we would use you, Ursula, Raven come over here now we are going to do it with one dog.	datasets/training_data/train_2D_keypoints/openpose_output/json/1qksnbHvJLY_10-8-rgb_front
1qksnbHvJLY_11_12_13-8-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/1qksnbHvJLY_11_12_13-8-rgb_front.mp4	Hey Ty how are doing? Hey buddy come over here hi what a good boy, yes good job, good boy. So as you can see it is a little bit less chaotic when you are working with one dog at a time and working at the doors we are kind of combining 2 things here and talking about working with multiple dogs and the benefits with working with one dog at a time.	datasets/training_data/train_2D_keypoints/openpose_output/json/1qksnbHvJLY_11_12_13-8-rgb_front
1qksnbHvJLY_2-8-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/1qksnbHvJLY_2-8-rgb_front.mp4	We are going to do this 2 ways I'm going to show you how chaotic it could be if we do it with multiple dogs and then we are going to do it again with just one dog.	datasets/training_data/train_2D_keypoints/openpose_output/json/1qksnbHvJLY_2-8-rgb_front
1qs5yIhihMo_6-8-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/1qs5yIhihMo_6-8-rgb_front.mp4	I'm going to go ahead and take what I put on the side before and I am going to place it in here and stir it all up and flavor it up, OK. Let's take that in there now.	datasets/training_data/train_2D_keypoints/openpose_output/json/1qs5yIhihMo_6-8-rgb_front
1qs5yIhihMo_9-8-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/1qs5yIhihMo_9-8-rgb_front.mp4	So I'm stirring it up and I am going to cook it for a little while longer.	datasets/training_data/train_2D_keypoints/openpose_output/json/1qs5yIhihMo_9-8-rgb_front
1r9BuA9JwsY_8-11-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/1r9BuA9JwsY_8-11-rgb_front.mp4	That's absolutely fine.	datasets/training_data/train_2D_keypoints/openpose_output/json/1r9BuA9JwsY_8-11-rgb_front
1rGiqgUx360_0-8-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/1rGiqgUx360_0-8-rgb_front.mp4	The marine organism we're going to identify now is the yellowhead jawfish.	datasets/training_data/train_2D_keypoints/openpose_output/json/1rGiqgUx360_0-8-rgb_front
1rGiqgUx360_15-8-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/1rGiqgUx360_15-8-rgb_front.mp4	While hovering over their burrow, yellowhead jawfish are constantly feeding.	datasets/training_data/train_2D_keypoints/openpose_output/json/1rGiqgUx360_15-8-rgb_front
1rGiqgUx360_2-8-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/1rGiqgUx360_2-8-rgb_front.mp4	They're very interesting fish to watch.	datasets/training_data/train_2D_keypoints/openpose_output/json/1rGiqgUx360_2-8-rgb_front
1rR7qTEfD-4_2-8-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/1rR7qTEfD-4_2-8-rgb_front.mp4	Okay we also have our black-beans that we have soaked overnight and they are ready to go into the pot.	datasets/training_data/train_2D_keypoints/openpose_output/json/1rR7qTEfD-4_2-8-rgb_front
1rT2MDvamqU_0-8-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/1rT2MDvamqU_0-8-rgb_front.mp4	The biggest thing that people say when they have a busy schedule is that they just can't get their exercise in.	datasets/training_data/train_2D_keypoints/openpose_output/json/1rT2MDvamqU_0-8-rgb_front
1rc77BaY7jg_15-8-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/1rc77BaY7jg_15-8-rgb_front.mp4	Kisco, New York, and it's called La Tulipe Desserts, and I designed their logo.	datasets/training_data/train_2D_keypoints/openpose_output/json/1rc77BaY7jg_15-8-rgb_front
1rc77BaY7jg_4-8-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/1rc77BaY7jg_4-8-rgb_front.mp4	I can't really say that I've had a zillion jobs doing logos, so I can't really say that I specialize in it.	datasets/training_data/train_2D_keypoints/openpose_output/json/1rc77BaY7jg_4-8-rgb_front
1retf-icZlQ_6-8-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/1retf-icZlQ_6-8-rgb_front.mp4	You've also got digital zoom.	datasets/training_data/train_2D_keypoints/openpose_output/json/1retf-icZlQ_6-8-rgb_front
1retf-icZlQ_9-8-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/1retf-icZlQ_9-8-rgb_front.mp4	Optical is locking in a lot better because you're able to into to something optically and make it larger with the same amount of pixels.	datasets/training_data/train_2D_keypoints/openpose_output/json/1retf-icZlQ_9-8-rgb_front
1rlbYioN5IA_1-8-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/1rlbYioN5IA_1-8-rgb_front.mp4	So let's start with our legs.	datasets/training_data/train_2D_keypoints/openpose_output/json/1rlbYioN5IA_1-8-rgb_front
1roNMBxogDE_17-8-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/1roNMBxogDE_17-8-rgb_front.mp4	Those are the major, major parts in these types of basic merengue steps.	datasets/training_data/train_2D_keypoints/openpose_output/json/1roNMBxogDE_17-8-rgb_front
1roNMBxogDE_6-8-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/1roNMBxogDE_6-8-rgb_front.mp4	The leader is traveling and he's taking his dance partner with him.	datasets/training_data/train_2D_keypoints/openpose_output/json/1roNMBxogDE_6-8-rgb_front
1roNMBxogDE_9-8-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/1roNMBxogDE_9-8-rgb_front.mp4	Any part that's connected.	datasets/training_data/train_2D_keypoints/openpose_output/json/1roNMBxogDE_9-8-rgb_front
1rq9N3m6QR8_4-8-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/1rq9N3m6QR8_4-8-rgb_front.mp4	Such as the Studbook National Berlin Opera, I have ballet and classic operations with Russian technique, contemporary, jazz, modern, presented samba, and of course belly dance and also their artist directors and choreographer of Super Star belly dance dot com.	datasets/training_data/train_2D_keypoints/openpose_output/json/1rq9N3m6QR8_4-8-rgb_front
1rs4i373I7w_0-8-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/1rs4i373I7w_0-8-rgb_front.mp4	Hi!	datasets/training_data/train_2D_keypoints/openpose_output/json/1rs4i373I7w_0-8-rgb_front
1rs4i373I7w_14-8-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/1rs4i373I7w_14-8-rgb_front.mp4	A written budget will not only help you keep on track, but will also help you to evaluate where your budget needs to be revised.	datasets/training_data/train_2D_keypoints/openpose_output/json/1rs4i373I7w_14-8-rgb_front
1rs4i373I7w_2-8-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/1rs4i373I7w_2-8-rgb_front.mp4	There are many reasons why a budget might fail or why people give up on their budget but drawing up a budget is usually pure drudgery and livened only by the reality of staring your foolish spending habits in your face.	datasets/training_data/train_2D_keypoints/openpose_output/json/1rs4i373I7w_2-8-rgb_front
1rs4i373I7w_24-8-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/1rs4i373I7w_24-8-rgb_front.mp4	Annual costs such as dues, subscription fees and car insurance and divide them out by 12.	datasets/training_data/train_2D_keypoints/openpose_output/json/1rs4i373I7w_24-8-rgb_front
1rtpRuLChqk_13-8-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/1rtpRuLChqk_13-8-rgb_front.mp4	He'll hit his two serves, and if he gets the first one in, he'll hit one serve.	datasets/training_data/train_2D_keypoints/openpose_output/json/1rtpRuLChqk_13-8-rgb_front
1rtpRuLChqk_2-8-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/1rtpRuLChqk_2-8-rgb_front.mp4	Let's say, your game score is at 6-6.	datasets/training_data/train_2D_keypoints/openpose_output/json/1rtpRuLChqk_2-8-rgb_front
