VIDEO_ID	VIDEO_NAME	SENTENCE_ID	SENTENCE_NAME	START_REALIGNED	END_REALIGNED	SENTENCE
23_A6ME-alA	23_A6ME-alA-5-rgb_front	23_A6ME-alA_13	23_A6ME-alA_13-5-rgb_front	81.07	83.71	Going up and down as many times as you need to feel that relaxation coming into your client.
23_A6ME-alA	23_A6ME-alA-5-rgb_front	23_A6ME-alA_4	23_A6ME-alA_4-5-rgb_front	18.7	29.13	I'm going to lift up the knee, change hands, steady myself, as I lift I'm rolling underneath her.
23df10xArII	23df10xArII-5-rgb_front	23df10xArII_2	23df10xArII_2-5-rgb_front	26.71	50.06	If you don't have a juicer just use a regular fork, punch it in the middle of the lemon and we can squeeze most of the amount of juice out of the lemon.
23h1jHxDBFc	23h1jHxDBFc-5-rgb_front	23h1jHxDBFc_5	23h1jHxDBFc_5-5-rgb_front	59.67	64.94	If you notice I can pick it up and nothing is happening, that is because the key is not in.
23ln0Sw_8Qo	23ln0Sw_8Qo-5-rgb_front	23ln0Sw_8Qo_0	23ln0Sw_8Qo_0-5-rgb_front	0.35	8.29	Now that we have our skis put on appropriately, and we have our correct size poles match up, the next thing to do is learning how to actually Nordic ski.
23ln0Sw_8Qo	23ln0Sw_8Qo-5-rgb_front	23ln0Sw_8Qo_11	23ln0Sw_8Qo_11-5-rgb_front	81.42	87.9	And just sort of like your doing a forward moon walk in your socks in the kitchen.
23vZCOWd5oE	23vZCOWd5oE-5-rgb_front	23vZCOWd5oE_1	23vZCOWd5oE_1-5-rgb_front	8.35	12.99	I think that that's the ultimate adventure.
23vZCOWd5oE	23vZCOWd5oE-5-rgb_front	23vZCOWd5oE_17	23vZCOWd5oE_17-5-rgb_front	135.8	146.9	If you are a by the books planner, then get a travel agent or book things ahead of time and be responsible.
23vZCOWd5oE	23vZCOWd5oE-5-rgb_front	23vZCOWd5oE_18	23vZCOWd5oE_18-5-rgb_front	148.44	153.85	You know how you like to travel, you know if you like to wing it or not.
23zpxZzNL-Q	23zpxZzNL-Q-5-rgb_front	23zpxZzNL-Q_12	23zpxZzNL-Q_12-5-rgb_front	66.15	67.04	That's fine.
23zpxZzNL-Q	23zpxZzNL-Q-5-rgb_front	23zpxZzNL-Q_2	23zpxZzNL-Q_2-5-rgb_front	13.49	16.48	Um, yeah, you don't see that ever.
24-nCYk2bRk	24-nCYk2bRk-5-rgb_front	24-nCYk2bRk_1	24-nCYk2bRk_1-5-rgb_front	6.38	18.92	There's a lot of fun things that you can do while torso hooping, but you really need to make sure that you have momentum when doing these things.
24-pXXQodVQ	24-pXXQodVQ-5-rgb_front	24-pXXQodVQ_1	24-pXXQodVQ_1-5-rgb_front	4.78	13.34	Hello, I'm Robert Todd, and I'm here to answer the question, how do I obtain a copyright?
24-pXXQodVQ	24-pXXQodVQ-5-rgb_front	24-pXXQodVQ_3	24-pXXQodVQ_3-5-rgb_front	20.56	36.12	Copyright Office, which can be found at, www.copyright.gov, which will answer most of your questions.
24-ujdkcwaE	24-ujdkcwaE-5-rgb_front	24-ujdkcwaE_7	24-ujdkcwaE_7-5-rgb_front	78.62	79.53	Well, guess what?
24-ujdkcwaE	24-ujdkcwaE-5-rgb_front	24-ujdkcwaE_8	24-ujdkcwaE_8-5-rgb_front	79.57	100.9	In the sake world, the cleaner, lighter flavors are in sort of the Ginjo category, and what I'll recommend; when people come in, they say, well, I kind of like a lighter white wine; I'd like a, like a Sauvignon Blanc, I like not a super oaky Chardonnay; it's got some body to it; I like ales; kind of clean beers.
248tLEQWg-U	248tLEQWg-U-5-rgb_front	248tLEQWg-U_5	248tLEQWg-U_5-5-rgb_front	81.63	87.15	So, it's just good to practice getting down everything proportionately.
26xrVZcNWpM	26xrVZcNWpM-3-rgb_front	26xrVZcNWpM_5	26xrVZcNWpM_5-3-rgb_front	48.27	52.09	Typically two coats should be more then enough to cover your wall.
289aNSTQ4aU	289aNSTQ4aU-5-rgb_front	289aNSTQ4aU_11	289aNSTQ4aU_11-5-rgb_front	98.67	102.51	We want to hit him and push for a negative gain.
289aNSTQ4aU	289aNSTQ4aU-5-rgb_front	289aNSTQ4aU_13	289aNSTQ4aU_13-5-rgb_front	112.62	126.77	He came in, he hit low and made a good stop in the backfield and he finished off the tackle giving no hope to our running back.
289aNSTQ4aU	289aNSTQ4aU-5-rgb_front	289aNSTQ4aU_6	289aNSTQ4aU_6-5-rgb_front	51.02	55.98	Once he sheds the block he has to take on this guy.
289aNSTQ4aU	289aNSTQ4aU-5-rgb_front	289aNSTQ4aU_9	289aNSTQ4aU_9-5-rgb_front	75.67	85.07	Once he's hit low, he wants to wrap up, keep his feet moving and drive through the tackle.
2A_JTXsVmVc	2A_JTXsVmVc-8-rgb_front	2A_JTXsVmVc_1	2A_JTXsVmVc_1-8-rgb_front	4.19	9.43	Today I want to talk to you for just a few moments about rhythm in fighting.
2A_JTXsVmVc	2A_JTXsVmVc-8-rgb_front	2A_JTXsVmVc_10	2A_JTXsVmVc_10-8-rgb_front	58.8	63.29	The danger with a flowing kind of rhythm is that it can become kind of predictable.
2A_JTXsVmVc	2A_JTXsVmVc-8-rgb_front	2A_JTXsVmVc_12	2A_JTXsVmVc_12-8-rgb_front	79.59	84.86	So here's an example of where you can use rhythm to your advantage.
2A_JTXsVmVc	2A_JTXsVmVc-8-rgb_front	2A_JTXsVmVc_20	2A_JTXsVmVc_20-8-rgb_front	119.06	128.66	This was first developed by Bruce Lee, taught to Joe Louis, who taught it to me and I'm teaching it to you so you have got a good family tree.
2Avq_ST7qPU	2Avq_ST7qPU-5-rgb_front	2Avq_ST7qPU_16	2Avq_ST7qPU_16-5-rgb_front	79.87	86.56	Tab it, button it and then you have your fitted sleeve.
2Avq_ST7qPU	2Avq_ST7qPU-5-rgb_front	2Avq_ST7qPU_2	2Avq_ST7qPU_2-5-rgb_front	11.42	11.79	Huh?
2Az2H4I1v2I	2Az2H4I1v2I-1-rgb_front	2Az2H4I1v2I_11	2Az2H4I1v2I_11-1-rgb_front	94.37	96.96	You might want to right that down and go through those sequences together.
2Az2H4I1v2I	2Az2H4I1v2I-1-rgb_front	2Az2H4I1v2I_13	2Az2H4I1v2I_13-1-rgb_front	99.11	99.91	All right, here we go.
2Az2H4I1v2I	2Az2H4I1v2I-1-rgb_front	2Az2H4I1v2I_4	2Az2H4I1v2I_4-1-rgb_front	40.47	45.98	So, we've got a move called the up and under move.
2EaPbARsm8c	2EaPbARsm8c-5-rgb_front	2EaPbARsm8c_11	2EaPbARsm8c_11-5-rgb_front	80.47	91.29	Belvedere to me is a great vodka, little on the higher end but very distinct crisp flavor.
2EaPbARsm8c	2EaPbARsm8c-5-rgb_front	2EaPbARsm8c_13	2EaPbARsm8c_13-5-rgb_front	100.97	106.13	Absolute and water, guaranteed no hangover the next day.
2EaPbARsm8c	2EaPbARsm8c-5-rgb_front	2EaPbARsm8c_3	2EaPbARsm8c_3-5-rgb_front	15.23	18.46	And I'm here to tell you what's the best vodka.
2Eg_qnMUaFU	2Eg_qnMUaFU-1-rgb_front	2Eg_qnMUaFU_14	2Eg_qnMUaFU_14-1-rgb_front	94.07	99.54	So make sure that you use your lower half and your core section throughout your swing, and you get in the appropriate sequence.
2Eg_qnMUaFU	2Eg_qnMUaFU-1-rgb_front	2Eg_qnMUaFU_2	2Eg_qnMUaFU_2-1-rgb_front	19.99	23.03	The other thing that we need to do is be able to use our entire body during the swing.
2FgG0QARPuc	2FgG0QARPuc-8-rgb_front	2FgG0QARPuc_10	2FgG0QARPuc_10-8-rgb_front	35.23	51.64	But, until you spend some time with the girl, and, for, let's say fifteen minutes, twenty minutes, then you can actually say, hey listen, can I get you a drink?
2FgG0QARPuc	2FgG0QARPuc-8-rgb_front	2FgG0QARPuc_12	2FgG0QARPuc_12-8-rgb_front	53.62	55.35	You don't be like, oh, can I just get you a drink?
2FgG0QARPuc	2FgG0QARPuc-8-rgb_front	2FgG0QARPuc_22	2FgG0QARPuc_22-8-rgb_front	88.45	92.36	This is Art Malov and this has been, How To Buy Someone A Drink.
2FgG0QARPuc	2FgG0QARPuc-8-rgb_front	2FgG0QARPuc_6	2FgG0QARPuc_6-8-rgb_front	22.65	24.23	And, that's not the right way to do it.
2FgG0QARPuc	2FgG0QARPuc-8-rgb_front	2FgG0QARPuc_9	2FgG0QARPuc_9-8-rgb_front	31.75	34.53	So, don't buy a drink in the first five minutes.
2Fq1vWH06us	2Fq1vWH06us-5-rgb_front	2Fq1vWH06us_4	2Fq1vWH06us_4-5-rgb_front	24.25	26.19	This is over under.
2G29ijsPVXI	2G29ijsPVXI-5-rgb_front	2G29ijsPVXI_10	2G29ijsPVXI_10-5-rgb_front	74.46	93.79	Now, that that's clear, you're free to move to the calf, so what you want to do, is start at the ankle, and move all the way up to the calf, and your fingers can trace that muscle, and actually hold that muscle right in your hand, just like that.
2G29ijsPVXI	2G29ijsPVXI-5-rgb_front	2G29ijsPVXI_20	2G29ijsPVXI_20-5-rgb_front	166.07	166.59	Thanks.
2G29ijsPVXI	2G29ijsPVXI-5-rgb_front	2G29ijsPVXI_7	2G29ijsPVXI_7-5-rgb_front	44.08	55.26	If this is congested, this congestion is not going to go anywhere, so you need to get the congestion out of the hamstring first, and then work the calves, so real quick, just work the calf.
2G29ijsPVXI	2G29ijsPVXI-5-rgb_front	2G29ijsPVXI_8	2G29ijsPVXI_8-5-rgb_front	55.51	72.35	You can do some basic strokes, gliding all the way up the leg, using the fingers and the palms, very gently, and kneading is also a wonderful way, to massage the hamstrings.
2GgrX5BccBE	2GgrX5BccBE-5-rgb_front	2GgrX5BccBE_1	2GgrX5BccBE_1-5-rgb_front	1.32	17.38	Every School has to decide what kind of school their going to be.
2GgrX5BccBE	2GgrX5BccBE-5-rgb_front	2GgrX5BccBE_3	2GgrX5BccBE_3-5-rgb_front	33.74	38.6	When I first started martial arts I thought I was a really good fighter.
2HUxYZ-qpt4	2HUxYZ-qpt4-8-rgb_front	2HUxYZ-qpt4_3	2HUxYZ-qpt4_3-8-rgb_front	17.18	23.64	It use to be a contentious issue back in the 70's or so, people thought it was cheating to use chalk.
2Jm303dE1T8	2Jm303dE1T8-3-rgb_front	2Jm303dE1T8_2	2Jm303dE1T8_2-3-rgb_front	10.38	11.68	It is dangerous.
2JpUMNLreN4	2JpUMNLreN4-5-rgb_front	2JpUMNLreN4_7	2JpUMNLreN4_7-5-rgb_front	74.21	92.4	Now after a few days or hours or however long it takes, the clay will start to settle and the water will rise to the top of the bucket, so you can keep using your bucket over and over by just tipping it and letting the water runoff.
2JpUMNLreN4	2JpUMNLreN4-5-rgb_front	2JpUMNLreN4_8	2JpUMNLreN4_8-5-rgb_front	92.5	97.42	You can see that everything that's running off is just clear water.
2KGzerm1dT0	2KGzerm1dT0-5-rgb_front	2KGzerm1dT0_1	2KGzerm1dT0_1-5-rgb_front	2.83	6.71	I'm the owner of a local fish store in Lindon, Utah, called Reef Runners.
2KGzerm1dT0	2KGzerm1dT0-5-rgb_front	2KGzerm1dT0_3	2KGzerm1dT0_3-5-rgb_front	10.78	14.92	First of all, let's briefly define what clean is.
2L0cIk45VhA	2L0cIk45VhA-1-rgb_front	2L0cIk45VhA_10	2L0cIk45VhA_10-1-rgb_front	59.96	76.67	So now we can peel the insulation off the wire back to where we started and then the paper comes right off and we can clip it off.
2L0cIk45VhA	2L0cIk45VhA-1-rgb_front	2L0cIk45VhA_12	2L0cIk45VhA_12-1-rgb_front	85.25	88.48	We will cut the insulation off the wire.
2L0cIk45VhA	2L0cIk45VhA-1-rgb_front	2L0cIk45VhA_20	2L0cIk45VhA_20-1-rgb_front	138.67	143.15	So what we have essentially done is severed insulation without touching the wire and the insulation will pull off as we slide these to the side.
2L0cIk45VhA	2L0cIk45VhA-1-rgb_front	2L0cIk45VhA_5	2L0cIk45VhA_5-1-rgb_front	26.24	35.59	If you need to know what size wire you have and inside there is a little razor that is used to cut through that wire.
2L2Hhr4nMLM	2L2Hhr4nMLM-5-rgb_front	2L2Hhr4nMLM_1	2L2Hhr4nMLM_1-5-rgb_front	0.79	9.0	And today, we are building a campfire in my backyard in the snow.
2L8kToOPbRU	2L8kToOPbRU-5-rgb_front	2L8kToOPbRU_1	2L8kToOPbRU_1-5-rgb_front	12.78	21.49	You can take your pipe cleaner and add a few branches by twisting.
2LmjgQZmc64	2LmjgQZmc64-8-rgb_front	2LmjgQZmc64_1	2LmjgQZmc64_1-8-rgb_front	15.33	26.0	You can always add more but we don't want to put a lot of oil on her face but we do need a little bit because we will be working on some of the neck muscles, we need that gliding motion which oil can help provide.
2LmjgQZmc64	2LmjgQZmc64-8-rgb_front	2LmjgQZmc64_11	2LmjgQZmc64_11-8-rgb_front	57.05	66.2	want to check in and if you're not sure, if you get oil and you've had it for a little bit of time, please smell it first.
2LmjgQZmc64	2LmjgQZmc64-8-rgb_front	2LmjgQZmc64_13	2LmjgQZmc64_13-8-rgb_front	70.8	74.87	Now you definitely do not want to put oil on a child that might be a little bit rancid, a little bit tainted at all.
2OuMczapT_M	2OuMczapT_M-8-rgb_front	2OuMczapT_M_6	2OuMczapT_M_6-8-rgb_front	51.82	59.7	So when you hear minus three, minus ten, minus eleven that means it's the differential between the length of the bat and the ounces of the bat.
2OuMczapT_M	2OuMczapT_M-8-rgb_front	2OuMczapT_M_9	2OuMczapT_M_9-8-rgb_front	83.29	93.07	So a minus three bat would a thirty two twenty nine, or a thirty three thirty, because it's three ounces lighter than the length.
2QE61mte5v4	2QE61mte5v4-8-rgb_front	2QE61mte5v4_10	2QE61mte5v4_10-8-rgb_front	90.26	94.6	So with the customer having a parting, he obviously is not going have the hair going straight forward or going back.
2QE61mte5v4	2QE61mte5v4-8-rgb_front	2QE61mte5v4_2	2QE61mte5v4_2-8-rgb_front	19.56	24.38	So, we're going to say for instance that this customer wants a parting.
2SHrot4ryPk	2SHrot4ryPk-5-rgb_front	2SHrot4ryPk_0	2SHrot4ryPk_0-5-rgb_front	0.08	5.07	Hi, I'm Lori Schneider with Figs Catering in Austin, Texas.
2SHrot4ryPk	2SHrot4ryPk-5-rgb_front	2SHrot4ryPk_2	2SHrot4ryPk_2-5-rgb_front	5.27	21.18	Today I am going to show you how to make a spaghetti squash casserole with a pink and almond crust.
2Sk_fki9ZOg	2Sk_fki9ZOg-3-rgb_front	2Sk_fki9ZOg_7	2Sk_fki9ZOg_7-3-rgb_front	55.28	59.79	Let's open up our calendar and create a new item today at eleven o'clock.
2Sk_fki9ZOg	2Sk_fki9ZOg-3-rgb_front	2Sk_fki9ZOg_8	2Sk_fki9ZOg_8-3-rgb_front	61.17	65.05	"You'll notice that the reminder at the top is set to ""none""."
2VaCIOSpIWc	2VaCIOSpIWc-8-rgb_front	2VaCIOSpIWc_10	2VaCIOSpIWc_10-8-rgb_front	47.02	51.54	Another thing to consider is on this toy it needs 3 batteries.
2VaCIOSpIWc	2VaCIOSpIWc-8-rgb_front	2VaCIOSpIWc_12	2VaCIOSpIWc_12-8-rgb_front	64.4	69.43	However, if it didn't have the screw it would be dangerous for children because the batteries could pop out and they could put them in their mouth.
2VaCIOSpIWc	2VaCIOSpIWc-8-rgb_front	2VaCIOSpIWc_2	2VaCIOSpIWc_2-8-rgb_front	3.38	8.33	In this video clip, I will show you how to check for dangerous parts on toys.
2WTWOS8bF7A	2WTWOS8bF7A-3-rgb_front	2WTWOS8bF7A_0	2WTWOS8bF7A_0-3-rgb_front	0.5	6.61	We have done the red lipstick on Amalia, in this little clip we're going to talk about the lip gloss.
2WTWOS8bF7A	2WTWOS8bF7A-3-rgb_front	2WTWOS8bF7A_2	2WTWOS8bF7A_2-3-rgb_front	14.67	24.66	So I try to clean everything really clean here, I have these special Q-tips that are tightly wound and so no fibers will get onto my lip gloss because, you know, lip gloss is really sticky.
2Wt91-j_DDI	2Wt91-j_DDI-5-rgb_front	2Wt91-j_DDI_2	2Wt91-j_DDI_2-5-rgb_front	28.63	44.23	The belt that I'm holding here is a lap only belt this belt locks with a bar inside it that pulls when the belt buckle is parallel to the belt path itself.
2XnIHZ9qbsI	2XnIHZ9qbsI-5-rgb_front	2XnIHZ9qbsI_7	2XnIHZ9qbsI_7-5-rgb_front	54.8	82.56	But the only reason that I would like to demonstrate it, or at least how it's suppose to be make, is just to show you again, the difference between the level cue rule, what we have to do to make this particular shot, and some of the extreme action you can get on a cue ball if you know how to stroke it properly.
2XnIHZ9qbsI	2XnIHZ9qbsI-5-rgb_front	2XnIHZ9qbsI_8	2XnIHZ9qbsI_8-5-rgb_front	82.56	84.6	So, with our masse shot here.
2XzcMIKRN8Y	2XzcMIKRN8Y-5-rgb_front	2XzcMIKRN8Y_1	2XzcMIKRN8Y_1-5-rgb_front	14.89	20.31	What that means is literally the points are short, short collar.
2YRCf37JylI	2YRCf37JylI-8-rgb_front	2YRCf37JylI_11	2YRCf37JylI_11-8-rgb_front	79.6	85.01	You have some warms, you have some cools, you have some darks.
2YRCf37JylI	2YRCf37JylI-8-rgb_front	2YRCf37JylI_13	2YRCf37JylI_13-8-rgb_front	87.96	92.08	My name is Sylvia Russell and this is how you can choose colors for your skin tone.
2YRCf37JylI	2YRCf37JylI-8-rgb_front	2YRCf37JylI_3	2YRCf37JylI_3-8-rgb_front	9.59	14.72	As you can see, our model has fair skin, very beautiful skin.
2Z3CpALUO9o	2Z3CpALUO9o-8-rgb_front	2Z3CpALUO9o_15	2Z3CpALUO9o_15-8-rgb_front	39.97	45.53	I find out that can air almost spits out condensation and that can actually ruin my negative.
2Z3CpALUO9o	2Z3CpALUO9o-8-rgb_front	2Z3CpALUO9o_25	2Z3CpALUO9o_25-8-rgb_front	73.81	77.34	In my studio I just have a bit vat of isopropyl alcohol that I use.
2Z3CpALUO9o	2Z3CpALUO9o-8-rgb_front	2Z3CpALUO9o_35	2Z3CpALUO9o_35-8-rgb_front	111.43	112.58	If you scratch that.
2Z3CpALUO9o	2Z3CpALUO9o-8-rgb_front	2Z3CpALUO9o_4	2Z3CpALUO9o_4-8-rgb_front	11.07	11.96	It really helps.
2Z3CpALUO9o	2Z3CpALUO9o-8-rgb_front	2Z3CpALUO9o_6	2Z3CpALUO9o_6-8-rgb_front	16.77	17.43	Makes sense.
2Z3CpALUO9o	2Z3CpALUO9o-8-rgb_front	2Z3CpALUO9o_9	2Z3CpALUO9o_9-8-rgb_front	24.58	26.93	Has a fine layer of filth on the negative.
2ZOSvpNBx5M	2ZOSvpNBx5M-3-rgb_front	2ZOSvpNBx5M_3	2ZOSvpNBx5M_3-3-rgb_front	14.8	21.1	It allows the sparks, most of the sparks to go into the water and settle to the bottom.
2_2WH7cFJLM	2_2WH7cFJLM-5-rgb_front	2_2WH7cFJLM_4	2_2WH7cFJLM_4-5-rgb_front	52.84	56.21	Over fifty percent of the birds died.
2_kMUAuFTXU	2_kMUAuFTXU-3-rgb_front	2_kMUAuFTXU_11	2_kMUAuFTXU_11-3-rgb_front	40.38	41.76	But, just go with it.
2_kMUAuFTXU	2_kMUAuFTXU-3-rgb_front	2_kMUAuFTXU_4	2_kMUAuFTXU_4-3-rgb_front	14.64	20.9	Like, think Nine-O-Two-One-O bodysuits with the jean shorts that are cuffed.
2b7oGpPlAuM	2b7oGpPlAuM-5-rgb_front	2b7oGpPlAuM_11	2b7oGpPlAuM_11-5-rgb_front	68.67	82.39	These are great for the oily type of skin as this absorbs the excess oil from the skin without disturbing the moisture level of the skin which is very important in using any type of mask.
2b7oGpPlAuM	2b7oGpPlAuM-5-rgb_front	2b7oGpPlAuM_3	2b7oGpPlAuM_3-5-rgb_front	18.97	26.58	now these masks are very easy to get ready from the market and use at home.
2bmQGJTwp3g	2bmQGJTwp3g-8-rgb_front	2bmQGJTwp3g_1	2bmQGJTwp3g_1-8-rgb_front	6.92	10.06	There are two basic kinds of bags in terms of how they are built.
2bmQGJTwp3g	2bmQGJTwp3g-8-rgb_front	2bmQGJTwp3g_13	2bmQGJTwp3g_13-8-rgb_front	91.3	98.08	They can help you get the right bag and the right fit at the right temperature for you and that is how to buy a sleeping bag.
2bmQGJTwp3g	2bmQGJTwp3g-8-rgb_front	2bmQGJTwp3g_3	2bmQGJTwp3g_3-8-rgb_front	14.0	26.27	The down bag is lighter, warmer, but if you are going to be in any kind of wet climate or in any danger of getting that bag wet, wet down is useless and takes forever to dry.
2c0pN0EgeJA	2c0pN0EgeJA-5-rgb_front	2c0pN0EgeJA_2	2c0pN0EgeJA_2-5-rgb_front	16.13	37.12	Now, to make the bail on your pendant, you need to have your cold seal attached here to the bottom of the pendant, and take your - I'm going to use a clear borosilicate rod - you can use any sort of rod color or clear, but it has to be a solid rod.
2ckGjVDGnYE	2ckGjVDGnYE-8-rgb_front	2ckGjVDGnYE_17	2ckGjVDGnYE_17-8-rgb_front	96.4	99.12	I have two in my mouth.
2ckGjVDGnYE	2ckGjVDGnYE-8-rgb_front	2ckGjVDGnYE_18	2ckGjVDGnYE_18-8-rgb_front	99.21	104.29	So, load the first one and load the second one in the other cannon.
2ckGjVDGnYE	2ckGjVDGnYE-8-rgb_front	2ckGjVDGnYE_6	2ckGjVDGnYE_6-8-rgb_front	25.63	28.55	Next, what you want to do, put your finger on that place, take the tape and take a bit of tape.
2ckGjVDGnYE	2ckGjVDGnYE-8-rgb_front	2ckGjVDGnYE_9	2ckGjVDGnYE_9-8-rgb_front	47.53	49.65	And you switch it to the other side.
2fTOklTjdMM	2fTOklTjdMM-1-rgb_front	2fTOklTjdMM_17	2fTOklTjdMM_17-1-rgb_front	85.17	91.58	And, if corrosion starts, it starts corroding the battery tray under the car, and it will eat down into the wire.
2fTOklTjdMM	2fTOklTjdMM-1-rgb_front	2fTOklTjdMM_18	2fTOklTjdMM_18-1-rgb_front	93.24	98.35	Sometimes you can find corrosion inside one of your battery cables by using a razor and slicing open the rubber shielding on the cable.
2fTOklTjdMM	2fTOklTjdMM-1-rgb_front	2fTOklTjdMM_2	2fTOklTjdMM_2-1-rgb_front	12.61	13.21	Okay, here is the car battery in this particular car.
2fTOklTjdMM	2fTOklTjdMM-1-rgb_front	2fTOklTjdMM_25	2fTOklTjdMM_25-1-rgb_front	140.47	144.81	You simply pour it over the battery, and it will foam up and then you can rinse it off with clean water.
2fThEtRYq7c	2fThEtRYq7c-3-rgb_front	2fThEtRYq7c_6	2fThEtRYq7c_6-3-rgb_front	36.95	47.86	Now a way you can actually make this gag gift would be just buy a dart board from the nearest store that you can find it from and get the picture made.
2hpQUMOiUu8	2hpQUMOiUu8-5-rgb_front	2hpQUMOiUu8_5	2hpQUMOiUu8_5-5-rgb_front	33.96	48.04	Now next the lid it is a similar amount of clay probably closer to two and a half pounds and look there we happen to have it.
2i72vxkUJAs	2i72vxkUJAs-5-rgb_front	2i72vxkUJAs_15	2i72vxkUJAs_15-5-rgb_front	91.81	97.13	It goes right over, nicely over the coat.
2i72vxkUJAs	2i72vxkUJAs-5-rgb_front	2i72vxkUJAs_4	2i72vxkUJAs_4-5-rgb_front	19.75	27.53	This is a great brush if you're just showing your dog and you need to take a brush into the ring.
2i72vxkUJAs	2i72vxkUJAs-5-rgb_front	2i72vxkUJAs_6	2i72vxkUJAs_6-5-rgb_front	29.35	34.03	This is a great brush to take into the ring with you.
2i72vxkUJAs	2i72vxkUJAs-5-rgb_front	2i72vxkUJAs_9	2i72vxkUJAs_9-5-rgb_front	43.55	47.5	We're still working on pin brush with a large breed dog.
2iFx_uR3GBQ	2iFx_uR3GBQ-1-rgb_front	2iFx_uR3GBQ_17	2iFx_uR3GBQ_17-1-rgb_front	87.35	94.34	You want to put the ball with one hand, o.k., right about the waist size of the waist elevation or area of your body.
2iFx_uR3GBQ	2iFx_uR3GBQ-1-rgb_front	2iFx_uR3GBQ_18	2iFx_uR3GBQ_18-1-rgb_front	94.44	102.54	Put the ball in front of you, take about three steps with it, Drop the ball, o.k.
2iFx_uR3GBQ	2iFx_uR3GBQ-1-rgb_front	2iFx_uR3GBQ_5	2iFx_uR3GBQ_5-1-rgb_front	19.76	20.76	So today I'm going to be explaining how to do that.
2iFx_uR3GBQ	2iFx_uR3GBQ-1-rgb_front	2iFx_uR3GBQ_7	2iFx_uR3GBQ_7-1-rgb_front	25.25	35.07	You normally want to get comfortable with the ball so what you can do is just take a few bounces on the ball with your hands, so bounce the ball down about two or three times, o.k.
2iFx_uR3GBQ	2iFx_uR3GBQ-1-rgb_front	2iFx_uR3GBQ_8	2iFx_uR3GBQ_8-1-rgb_front	35.28	47.67	Then you want to put the ball with one hand, right about in the west, in your west area, waist, I'm sorry, in the waist area.
2iFx_uR3GBQ	2iFx_uR3GBQ-1-rgb_front	2iFx_uR3GBQ_9_10	2iFx_uR3GBQ_9_10-1-rgb_front	47.69	59.41	O.k., now put the ball in front of you, o.k. You're going to take about three steps going forward and then you're going to be dropping the ball, o.k.
2ioOCZFiWWU	2ioOCZFiWWU-5-rgb_front	2ioOCZFiWWU_1	2ioOCZFiWWU_1-5-rgb_front	0.22	17.72	Now that we've got our first three strings on our low E string, A string and D string.
2ioOCZFiWWU	2ioOCZFiWWU-5-rgb_front	2ioOCZFiWWU_11	2ioOCZFiWWU_11-5-rgb_front	106.94	115.43	The string goes through the saddle, the groove in the saddle there.
2ioOCZFiWWU	2ioOCZFiWWU-5-rgb_front	2ioOCZFiWWU_3	2ioOCZFiWWU_3-5-rgb_front	26.24	30.34	It's almost the same; it's kind of the opposite motion.
2kOoZjewAkY	2kOoZjewAkY-8-rgb_front	2kOoZjewAkY_11	2kOoZjewAkY_11-8-rgb_front	74.59	93.19	Here, walk it out and literally hand to the wrist, hand to the shoulder, lengthen that arm.
2kOoZjewAkY	2kOoZjewAkY-8-rgb_front	2kOoZjewAkY_4	2kOoZjewAkY_4-8-rgb_front	20.48	28.68	So what we're going to do, ask her to lift her head, place something underneath the head, a blanket, a pillow, anything that you've got to help your client feel comfortable.
2kOoZjewAkY	2kOoZjewAkY-8-rgb_front	2kOoZjewAkY_6	2kOoZjewAkY_6-8-rgb_front	36.5	43.84	Now if you've got someone that's really, really tiny and you got a nice little gap right here, you want to place a pillow or blanket right there too to keep your client comfortable.
2kOoZjewAkY	2kOoZjewAkY-8-rgb_front	2kOoZjewAkY_9	2kOoZjewAkY_9-8-rgb_front	54.66	58.49	Start right back towards the elbow and again, palming.
2l9_6UKlhmM	2l9_6UKlhmM-8-rgb_front	2l9_6UKlhmM_1	2l9_6UKlhmM_1-8-rgb_front	6.18	11.53	In this clip, we're going to discuss the best brand of hair color, permanent hair color.
2l9_6UKlhmM	2l9_6UKlhmM-8-rgb_front	2l9_6UKlhmM_12	2l9_6UKlhmM_12-8-rgb_front	59.28	61.99	These are this permanent hair color.
2l9_6UKlhmM	2l9_6UKlhmM-8-rgb_front	2l9_6UKlhmM_3	2l9_6UKlhmM_3-8-rgb_front	17.15	22.46	Many different color lines, and one of the best permanent hair colors to me has been Framesi.
2nNj-H5maS0	2nNj-H5maS0-5-rgb_front	2nNj-H5maS0_1	2nNj-H5maS0_1-5-rgb_front	42.69	67.69	Just looking at some of the ones I set up here, the YouTube videos, this day in history, a language translator, driving directions, a Wikipedia search, this multi search, searching Dictionary.com, search eBay.
2nNj-H5maS0	2nNj-H5maS0-5-rgb_front	2nNj-H5maS0_11	2nNj-H5maS0_11-5-rgb_front	172.29	172.92	So you could go to Gmail.com and create an account that way.
2nNj-H5maS0	2nNj-H5maS0-5-rgb_front	2nNj-H5maS0_13	2nNj-H5maS0_13-5-rgb_front	183.45	189.16	But in this series, I'll show you how to use iGoogle and everything you can do with it.
2nNj-H5maS0	2nNj-H5maS0-5-rgb_front	2nNj-H5maS0_3	2nNj-H5maS0_3-5-rgb_front	91.02	95.58	So, to get started, you probably want a Google account.
